ISO3;Country;KICKOFF_TRACKERID;type;description;likelihood;impact;risktreatment;mitigationMeasure
SLE;Sierra Leone;382;risk;Some UN Agencies maybe reluctant to participate or collaborate in the furtherance of the common activities.;Highly Possible;Significant Concern;Control;Increase awareness of BOS compliance at UNCT for all Representative.
SLE;Sierra Leone;382;risk;Some UN Agencies maybe reluctant to participate or collaborate in the furtherance of the common activities.;Possible;High Concern;Transfer;Increase awareness and emphasize compliance of the BOS implementation to all agency
SLE;Sierra Leone;382;risk;UN Agencies may not be able identify women-owned vendors that meets the eligibility requirements.;Highly Possible;High Concern;Monitor;Increase awareness on UN processes for women vendors.
SLE;Sierra Leone;382;risk;UN Agencies may not be able identify women-owned vendors that meets the eligibility requirements.;Possible;Slight Concern;Accept;Increase the awareness of gender balance in tender processes.
SLE;Sierra Leone;382;risk;UN Agencies may not be able to conduct in-person training due to COVID-19.;Possible;Minimal;Monitor;Create awareness about COVID and implement the COVID protocols and measures.
SLE;Sierra Leone;382;risk;UN Agencies may not be able to identify women-owned vendors that meets the eligibility requirements.;Highly Possible;Significant Concern;Monitor;Increase awareness on UN processes for UN Women.
SLE;Sierra Leone;382;risk;UN Organizations will have different Human Resources policies that may hinder joint recruitment.;Possible;Slight Concern;Transfer;Increased awareness for women vendor's on UN tendering processes.
SOM;Somalia;383;risk;Budget cuts and/or availability of funding for implementation of common services;Possible;Significant Concern;Accept;Revise planned common services activities, and reduce common costs. Identify new sources of funding, and seek donor support.
SOM;Somalia;383;risk;Challenges from the transition to the use of new common services / change management issues;Highly Possible;Slight Concern;Control;Ensure proper handover is done when key staff is transitioning or replaced.
SOM;Somalia;383;risk;Force majeure;Possible;Significant Concern;Control;Force majeure events affecting the BOS will be managed and controlled by the SMT, DO, and UNCT in collaboration with the OMT.
SOM;Somalia;383;risk;Government Changes can influence BOS;Remote;Minimal;Control;The OMT to ensure that the BoS planned activities are flexible enough and sufficiently adaptable to possible changes in governmental attitudes.
SOM;Somalia;383;risk;Only partial participation by agencies;Remote;Minimal;Control;The OMT Chair requests the RC's assistance in reminding the non-participating agencies that they are required to contribute to the BOS.
SOM;Somalia;383;risk;"Political, socio-economic and other macro-economic factors, may impact on
implementing";Possible;Slight Concern;Monitor;Adapt common services activities as required by the socio/economic context evolution. The SMT and OMT to conduct continuous monitoring of external socio/economic factors that could negatively impact t
ZFA;South Africa;384;risk;Agency non-participation and resultant BOS data quality;Possible;High Concern;Control;Ensure DCO support to agencies to capacitate BOS implementers
ZFA;South Africa;384;risk;BOS implementers not adequately capacitated to implement and monitor the BOS.;Possible;Significant Concern;Control;Organize knowledge sharing and capacity building sessions for BOS implementers.
ZFA;South Africa;384;risk;Covid-19 regulations may still affect planned implementation;Possible;Slight Concern;Monitor;OMT and OMT WG will discuss and find applicable solution
ZFA;South Africa;384;risk;Delayed finalization of the BOS review;Possible;Significant Concern;Control;Follow up with participating agencies and working groups to ensure timely update of agency data.
ZFA;South Africa;384;risk;Delayed implementation of future common services.;Possible;Slight Concern;Monitor;Review implementation plans and make adjustments to implementation timelines as necessary
ZFA;South Africa;384;risk;Reduced funding for activity implementation.;Remote;Minimal;Transfer;OMT and OMT WG will discuss and find applicable solution
SDN;Sudan;385;risk;Adequate hardware and connectivity is not sufficient to support the operational and security telecom;Possible;Minimal;Control;Install required infrastructure with help for TEC team. Back up system is arranged in case of radio frequencies are disrupted.
SDN;Sudan;385;risk;Banking services may be restricted disrupting UN programme and operations services;Possible;Slight Concern;Accept;Establish alternative mechanism  with banking partners at UN compound for uninterrupted banking services.
SDN;Sudan;385;risk;Congruence of help desk needs and response systems cannot be reached;Negligible;Negligible;Control;ICT WG has expertise to support the activities. Support from respective regional office could also be sought
SDN;Sudan;385;risk;Data will not be available to ensure completion of all required micro assessments;Negligible;Minimal;Control;Micro assessment and due diligence exercise is carried out annually to ensure availability of required data for working with partner.
SDN;Sudan;385;risk;Delivery of internet within the country may not support web based common service innovations.;Highly Possible;Significant Concern;Accept;Dedicated service lines are arranged for UN partner including VSAT point to point connection to all offices
SDN;Sudan;385;risk;Government systems do not allow for a unified approach to tax refund and exemption;Highly Possible;High Concern;Monitor;High level engagement should be made with the authority for requesting up-front tax exemption
SDN;Sudan;385;risk;Headquarter policies do not support unified country based approaches to joint procurement services;Negligible;Negligible;Control;Carry out procurement action with engagement of HQ on mutual recognition arrangement.
SDN;Sudan;385;risk;In country restrictions negatively effect access to mobile medical clinic services;Negligible;Minimal;Accept;Establish medical facilities in Darfur and other location to expand coverage.
SDN;Sudan;385;risk;Road networks are unstable and may disrupt overland cargo transport schedules;Possible;Slight Concern;Control;Prepositioning arrangement to be made to cover at least for some time to avoid any possible disrupt of overland cargo transport due to rainy season or any other disruption
SDN;Sudan;385;risk;That UN agency inputs into human resources surveys are not received within prescribed timeframes;Negligible;Negligible;Avoid;Timely survey action carried out for establishing standard benefit package for each duty station.
SDN;Sudan;385;risk;The UN system will not be able to access the resources needed to provide capacity development activi;Negligible;Minimal;Control;Joint training is organize for all cooperating partners through a HACT team.
SDN;Sudan;385;risk;Warehouse infrastructure is not sufficient to meet UN agency joint needs;Negligible;Negligible;Control;Adequate warehouse instructure in all Sudan well established by WFP in secured location. These could be used for joint needs
THA;Thailand;387;risk; Vendor does not agree to consolidate entities under 1 contract;Possible;Slight Concern;Control;Encourage entities to consolidate.
THA;Thailand;387;risk;Existing human resources may not be able to handle the increased workload;Highly Possible;Slight Concern;Control;If the number of mobile connections is more than 10 , we ask agencies to manage by themselves.
THA;Thailand;387;risk;ICT/Data Center: Entities not able to participate in colocation of server room due to MR differences;Highly Possible;Significant Concern;Monitor;Monitor UNDP and UNFPA who are not joining Datacenter colo project because they want to work cloud based solution.
THA;Thailand;387;risk;ICT/Data Center: Lack of budget to relocate server room;Negligible;Negligible;Avoid;Cost is very low, agency or ESCAP is willing to allocate small budget.
THA;Thailand;387;risk;ICT/Internet Conn & VSAT: Entities cannot participate in common contract due to MR differences;Possible;Minimal;Accept;Encourage entities to accept MR differences
THA;Thailand;387;risk;ICT/Joint ICT Infrastructure (printing): Entities not joining if they cannot create own network;Possible;Minimal;Transfer;Vender needs to provide a cloud-based printing solution.
THA;Thailand;387;risk;ICT/Joint ICT Infrastructure (printing): Entities unable to use existing LTA due to MR differences;Negligible;Minimal;Accept;Could based solution will be acceptable to entries.
THA;Thailand;387;risk;ICT/Landline Phone Service: Existing infrastructure may not be compatible;Negligible;Negligible;Transfer;The is transferred to Vendor to offer compatible technology.
THA;Thailand;387;risk;Travel Services: Increased volume impact quality of services;Possible;Slight Concern;Control;Regular engagement with vendor
TUN;Tunisia;389;risk;La cartographie et le recensement /a pas lieu comme prévu;Possible;Slight Concern;Accept;Sensibiliser les chefs des  agences participantes à la réalisation de l'activité
UGA;Uganda;392;risk;Delayed processing of Staff benefits and unclear instructions to follow by staff and managers;Possible;Negligible;Avoid;Timely submission of required documentation
UGA;Uganda;392;risk;Failure to run the system through initiation of the project;Possible;Slight Concern;Avoid;Hire the right people to develop the system and continuous training
UGA;Uganda;392;risk;High risk of Implementing partners;Highly Possible;Significant Concern;Control;Conduct  partners risk based capacity assesment
UGA;Uganda;392;risk;Increased cost of  conducting micro assements;Highly Possible;High Concern;Control;Share information concerning partners that have undergone micro assessment
UGA;Uganda;392;risk;Increased cost of audits;Highly Possible;Significant Concern;Control;Joint Capacity development and sharing of quality assurance activities
UGA;Uganda;392;risk;Lack of Harmonized banking charges and a unified UN banking LTA;Possible;Significant Concern;Control;Develop and use a non Agency specific LTA
UGA;Uganda;392;risk;Lack of medical specialists to support staff & equipment;Highly Possible;Significant Concern;Monitor;Hire required professionals and acquire necessary equipment
UGA;Uganda;392;risk;Lack of provision of funding for this activity;Possible;Minimal;Avoid;Set a budget for all Internship opportunities
UGA;Uganda;392;risk;Low participation of staff and buy in.;Possible;Minor;Avoid;Do early mobilization and create great awareness
UGA;Uganda;392;risk;Minimum  financial management  system and Capacity of personnel;Possible;Slight Concern;Control;Undertake capacity building activities
UGA;Uganda;392;risk;The BOS is underfunded with effect on overall delivery;Possible;Significant Concern;Control;RCO to mobilize resources through the UNCT.
UGA;Uganda;392;risk;The KMS platform established to host the central data for LTAs and Vendors is down.;Highly Possible;Significant Concern;Control;OMT to agree on alternative platform
UGA;Uganda;392;risk;The OMT Logistics WG lacks the technical skills and capacity to fully implement the BOS.;Possible;Significant Concern;Control;Develop Capacities and give trainings
UGA;Uganda;392;risk;Unavailability of same level or higher comparators in the country to base our survey on.;Remote;Slight Concern;Accept;Use other means to determine rate harmonization perhaps with other Country offices
TZA;Tanzania;394;risk;Access to Data;Possible;Slight Concern;Control;OMT will discuss and find solution
TZA;Tanzania;394;risk;Agencies readiness to participate;Highly Possible;Significant Concern;Control;OMT will discuss and find solution
TZA;Tanzania;394;risk;Continuous changes imposed Globally by Agencies HQs;Highly Possible;Minimal;Accept;OMT will discuss and find solution
TZA;Tanzania;394;risk;Financial constraints which may delays or negatively impact some of the common activities;Possible;Slight Concern;Accept;OMT will discuss and find solution
TZA;Tanzania;394;risk;Lack of commitment from different agencies;Possible;Significant Concern;Monitor;OMT will discuss and find solution
TZA;Tanzania;394;risk;Security of Data in the cloud;Possible;Significant Concern;Accept;OMT will discuss and find solution
TZA;Tanzania;394;risk;Service provide does not provide satisfactory services;Possible;Slight Concern;Control;OMT will discuss and find solution
TZA;Tanzania;394;risk;Time to respond to user requests;Remote;Significant Concern;Control;OMT will discuss and find solution
VNM;Viet Nam;397;risk;GOUNH premises and services may be impacted by natural disasters, pandemic or changes in country context;Remote;Slight Concern;Monitor;N/A
AZE;Azerbaijan;398;risk;Agencies different HACT practices (conducting macro-assessment, not working with IB at the current period);Possible;Minimal;Accept;discuss possible joint activities for the areas that same for all participant
BRA;Brazil;399;risk;Initial bottlenecks may create dissatisfaction in the clients;Remote;Minor;Accept;N/A
CHN;China;400;risk;Low participation or lack of human resources;Negligible;Negligible;Control;The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.
CHN;China;400;risk;No sufficient communication;Negligible;Negligible;Control;The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.
CHN;China;400;risk;Not timely follow-up;Negligible;Negligible;Control;The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.
CHN;China;400;risk;Poor planning on start of business process;Negligible;Negligible;Control;The WG will have meetings to make feasible and reasonable plan.
GNB;Guinea-Bissau;401;risk;-Agencies have different policies and guidelines for processing official documentation;Negligible;Negligible;Accept;Use the standard approach
GNB;Guinea-Bissau;401;risk;"-Agencies policies and guidelines disallow for use of other agency’s frameworks
-Limited number of v";Negligible;Negligible;Avoid;Improve BOS to get harmonized approached
GNB;Guinea-Bissau;401;risk;Banking system is generally dependent on one bank.;Negligible;Negligible;Control;in addition to BAO, UN Agencies are working with Ecobank
GNB;Guinea-Bissau;401;risk;-Benefits from common services are best realized with co-location of agencies;Possible;Minor;Monitor;Use common LTA in place
GNB;Guinea-Bissau;401;risk;-Fleet management system subject to negative cyber events;Negligible;Minor;Avoid;VTS project in view
GNB;Guinea-Bissau;401;risk;Guinea Bissau biggest bank (BAO) has consistently provided an unsatisfactory service;Possible;Minimal;Accept;A monthly meeting is organized with the bank to maintain good practices
GNB;Guinea-Bissau;401;risk;We are going to monitoring the level of implementing of all common ICT service;Possible;Minimal;Transfer;Maintain good service quality through the LTA to facilitate the daily work of the agencies
IRN;Iran;404;risk;Appointment of new UNEPs in Tehran and in the field (UNHCR);Highly Possible;Significant Concern;Accept;In coordination and consultation with WHO and RCO, develop a briefing note to be shared with all UNEP candidates, to ensure consistency of the information that is communicated to them such as, scope o
LBR;Liberia;407;risk;Generally, the concept of BOS and implementation procedures is not well grasped by the colleagues;Possible;Significant Concern;Monitor;"1) Operations managers should ensure that the BOS link be shared amongst all focal points and training be mandatory and full completed

2) that it should be part of the focal points' PER"
LBR;Liberia;407;risk;Minimal cooperation of UN agencies for the implementation of the BOS;Possible;Significant Concern;Monitor;"1)  heads of agencies, through UNCT to be reminded about their respective institution commitment to the significance of the BOS 

2) constantly follow up with agencies that are lagging to address the"
LBR;Liberia;407;risk;Non-participation of Agencies focal points in working groups and OMT initiatives not captured.;Highly Possible;High Concern;Control;"1) OMT Chair needs to notify for possible action
2) focal points are selected to all WGs
3) focal points should participate in every meeting"
LBY;Libya;408;risk;Low participation and involvement of UN agencies in implementation of BOS;Possible;Significant Concern;Control;Keep involving UN agencies in OMT and WG meetings through various channels
LBY;Libya;408;risk;Low participation of the HR working group members;Possible;Minimal;Monitor;encourage all HR focal points to participate on the process through their heads of agencies
LBY;Libya;408;risk;SL-ICT-CS: No authorization to enhance the existing  network resulting in no or poor communication.;Highly Possible;Significant Concern;Transfer;UN and WFP to re-establish communications with the new government to ensure proper radio licenses are permitted for all UN based in Libya.
NAM;Namibia;409;risk;Agency buy-in;Possible;Slight Concern;Monitor;Regularly reporting, advocacy and implement agency feedback mechanism.
NAM;Namibia;409;risk;Fluctuations in demand and market price;Possible;Slight Concern;Monitor;Monitor and adjust demand accordingly.
NAM;Namibia;409;risk;Inadequate capacity from key government agencies;Possible;Significant Concern;Control;By capacity building where possible.
NAM;Namibia;409;risk;Ineffective coordination and agency commitment;Remote;Minor;Avoid;Regular meetings and result oriented communication.
NAM;Namibia;409;risk;Limited number of HR staff;Possible;Slight Concern;Control;Recruitment plan in place and build capacity of staff.
NAM;Namibia;409;risk;Limited number of procurement staff;Possible;Minor;Control;Procurement plan in place and the build capacity of staff.
NAM;Namibia;409;risk;Potential decrease of UN agencies budgets in 2019-2023;Negligible;Slight Concern;Monitor;Review and adjust budget.
NAM;Namibia;409;risk;Some UN agencies might find it unattractive to move to common banking;Remote;Minor;Control;Monitor common banking service standards.
YEM;Yemen;415;risk;1. The existing challenges, political, socio-economic and health, may be a hindrance in implementing;Possible;Slight Concern;Monitor;look at alternate system e.g. ULC IT or agencies specific IT support
YEM;Yemen;415;risk;Lack of Adequate participation by all agencies;Possible;Negligible;Control;regular follow up from OMT
YEM;Yemen;415;risk;Unavailability of Fund;Negligible;Slight Concern;Monitor;cost shared, transfer to another agency
ZMB;Zambia;416;risk;Lack of active participation from UN Agencies to implement and monitor;Highly Possible;Significant Concern;Control;"- BOS task force designated to follow up on a monthly basis working group progresses.
- Active participation of staff in BOS embedded in annual performance assessment of WG members."
ZMB;Zambia;416;risk;Service providers may not want to provide discounted rates;Possible;Slight Concern;Accept;We accept the risk
ZMB;Zambia;416;risk;UN Agencies may not release timely budget for implementing BOS;Remote;Slight Concern;Control;Regular follow up done by OMT chair during UNCT meetings with agencies which have not yet contributed to the BOS budget
KEN;Kenya;418;risk;Government & Implementing Partners refusal to undertake the Micro-assessments or recommendations;Possible;Slight Concern;Transfer;OMT will discuss with UNCT and find solutions.
KEN;Kenya;418;risk;Misuse of UNICEF resources by implementing partners impacting achievement of results;Possible;Significant Concern;Control;"1. Capacity building plan for partners and staff prepared and implemented
2. Risk based assurance plan in place/implemented."
KEN;Kenya;418;risk;UN Agencies are not committed in regards to BOS implementation;Possible;Significant Concern;Monitor;Agency buy-in and communication on the benefits
KEN;Kenya;418;risk;UN Agencies are not committed in regards to BOS implementation for the the common service line;Highly Possible;Significant Concern;Control;Advocacy for the service line on benefits of the service including saving and quality
KEN;Kenya;418;risk;UN Agencies are not committed in regards to BOS implementation for the the common service line;Possible;Slight Concern;Control;Enhance the importance of BOS
MWI;Malawi;419;risk;Agencies not participating in the BOS planning and all ICT WG activities;Highly Possible;Significant Concern;Monitor;Ensure management support
MWI;Malawi;419;risk;All the agencies may not follow required procedure for implementation;Remote;Slight Concern;Control;Conduct trainings and workshops
MWI;Malawi;419;risk;Failure to acquire adequate equipment for implementation will impact the Business continuity in case;Possible;Slight Concern;Control;Request UNCT to timely commit funds and human resouce towards implementation
MWI;Malawi;419;risk;Failure to hold workshops/meetings at the same time due to conflicting calendars;Negligible;Negligible;Accept;Share Annual Work Plans to facilitate good planning
MWI;Malawi;419;risk;Failure to identify warehousing space sufficient enough to carry all the goods of combined UN Agencies;Possible;Slight Concern;Monitor;Identify extra warehousing space available on the market should the need for extra space arise
MWI;Malawi;419;risk;ISPs change the cost rate of BW due to serious constraint;Possible;Slight Concern;Control;Peg the service cost in USD
MWI;Malawi;419;risk;ISPs close their company due to some difficulties to functioning;Negligible;Negligible;Accept;Establish LTA with 2 or more ISPs
MWI;Malawi;419;risk;Limitation related to the internal vendor management Policy of each respective agency;Possible;Minor;Monitor;Leverage on the global mutual recognition
MWI;Malawi;419;risk;Non existence of licensed companies as representative in the country for ICT equipment model;Possible;Minor;Monitor;Procure equipment from international licensed companies that have the capacity to timely deliver specified equipment to Malawi
MWI;Malawi;419;risk;Regardless of the availability of the electronic signature solution, staff may still prefer the manual signature;Negligible;Negligible;Accept;Conducting User Trainings
MWI;Malawi;419;risk;Rental companies may not always have the quantity or type of vehicles required at all times;Highly Possible;Significant Concern;Control;Establish LTA with two or more SPs
MWI;Malawi;419;risk;Some UN Agencies failing to submit their customs clearance documents to clearance agents timely;Possible;Slight Concern;Control;Timely reminders and follow ups with agencies
MWI;Malawi;419;risk;UN agencies use different systems for disbursement of foex to their COs;Negligible;Negligible;Control;Mananging agency to be responsible for disbursement of forex to all participating agencies
MAR;Morocco;420;risk;1. Report de participation ou retrait d’une ou plusieurs agences de la BOS ou d’un service;Possible;Minimal;Accept;OMT accept the risk
MAR;Morocco;420;risk;2. Le temps d’adaptation aux nouvelles méthodes de travail en collaboration;Highly Possible;Minor;Monitor;Séances de formations et de travail avec les groupes de travail concernés
MAR;Morocco;420;risk;3. Services « Administration »: la sous-utilisation des LTAs conjoints diminue les gains attendus.;Possible;Significant Concern;Monitor;"- Sensibilisation continue de la nécessité d'honorer leurs engagements en matière d'utilisation des LTA.
- Envisager d'amender le LTA pour qu'il puisse répondre aux besoins de l'ensemble des agences"
MAR;Morocco;420;risk;4. Services « Administration »: Faible réactivité des prestataires à répondre aux besoins.;Highly Possible;Significant Concern;Control;- Intervenir auprès des fournisseurs pour clarifier davantage les besoins et tenir avec eux des sessions de travail pour expliquer la procédure de sollicitation
MAR;Morocco;420;risk;5. Les LTA mis en place ne répondent pas aux besoins de toutes les agences.;Possible;Slight Concern;Monitor;- Amender les LTA pour qu'ils répondent aux besoins de toutes les agences
MAR;Morocco;420;risk;6. Les fournisseurs et prestataires refusent de s’engager pour une durée de plus de six mois.;Possible;Slight Concern;Transfer;- Continuer à chercher la Best Value for Money du moment.
SSD;South Sudan;421;risk;"- Synergies in common training approach can not be agreed upon 
-Duplication of training prpgrammes";Possible;Minor;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Agency may not participate in the common service;Possible;Slight Concern;Accept;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Common LTA to be supported, and partnerships with mobile providers expanded across all agencies. Cos;Possible;Slight Concern;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;COVID19 disrupts the new RFP for Banking services  process due to uncertainties revolving around the;Remote;Minimal;Transfer;OMT can look for additional options on how to implement this activity.
SSD;South Sudan;421;risk;Lack of CVs updated to the common rosters by agencies and, non availability of candidates when selec;Possible;Slight Concern;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Lack of engagement from the ministry of Labor and structural constraints of the labor market (lack o;Negligible;Minimal;Transfer;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Local and International Infrastructure are used and shared accordingly, agencies to welcome the cost;Remote;Negligible;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Possibility of deterioration in the USD liquidity in the Country which will affect the time and cost;Possible;Slight Concern;Accept;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Worsened country security risk;Possible;Significant Concern;Transfer;OMT may discuss and find solutions.
TGO;Togo;422;risk;Changement conjoncturel ou dans la législation nationale;Negligible;Minor;Accept;Suivre de pres tout changement legislatif pouvant affecter les operations du SNU
TGO;Togo;422;risk;Changement d'une partie de l'équipe de l'OMT et des membres des sous groupes (départ, retraite, etc.;Possible;Slight Concern;Monitor;"S'assurer du plan de succession des membres de l'OMT au niveau de chaque agence
Assurer des formations continues des mebres de l'OMT sur des nouvelles legislations ou reformes au niveau pays et au niv"
TGO;Togo;422;risk;Faible engagement des agences des Nations Unies à conduire et à participer aux appels d'offres;Negligible;Slight Concern;Accept;Mobiliser les collegues pour participer a l'elaboration des TDRs pour contribuer au contenu des appels d'offre et refleter leur reels besoins et aux travaux d'evaluations des soumissions et donner
TGO;Togo;422;risk;La pendemie de la COVID-19 n'est pas finie totalement. Au cas où la pandémie continue, cela va ralentir certaines opérations de maniere significative;Negligible;Minor;Accept;Maintenir des acquis en matiere de prevention et de controle de l'infection du covid-19 que le SNU a mis en place
TGO;Togo;422;risk;Nombre réduit de prestataires ayant les capacités de postuler aux appels d'offres du SNU;Remote;Minimal;Accept;Continuer a encourager l'amélioration des capacites des entreprises nationales pour developer leurs competences dans la gestion des affaires
TGO;Togo;422;risk;Non respect de la qualité des produits et services livrés/rendus;Possible;Minor;Control;Assurer la receptrion de qualité vs termes de references des produits ou services commandés
TGO;Togo;422;risk;Non utilisation des LTA existants par les agences des Nations Unies;Possible;Slight Concern;Monitor;OMT s'engage a utiliser les accords-cadre en collaboration
TGO;Togo;422;risk;Peu de fournisseurs qualifiés participent aux appels d'offres du SNU Togo;Possible;Slight Concern;Accept;Elargir des annonces, mettre base des donnees des fournisseurs qualifiés et encourager les fournisseurs a postuler aux sollicitations du SNU
TGO;Togo;422;risk;Réticence des prestataires à accepter les clauses contractuelles du SNU (Hors Taxes, etc.);Possible;Slight Concern;Control;"Expliquer aux prestataires des procedures d'approvisionnements en place.
Obtenir des exoneartions en amount aupres d'OTR"
VEN;Venezuela;423;risk;Difficult access and rising fuel costs;Possible;Minor;Monitor;Negotiate directly with the supplier to ensure operability.
ZWE;Zimbabwe;424;risk;BOS actions may be delayed as COVID-19 emergency response takes higher priority;Negligible;Minor;Monitor;"Engage staff virtually/online.
Share  material through emails"
ZWE;Zimbabwe;424;risk;Current COVID pandemic may limit options to increase comparators due to economic downturn;Negligible;Negligible;Accept;Engage  staff virtually
ZWE;Zimbabwe;424;risk;Extreme market volatility and price instability may hamper opportunities for negotiated discounts;Negligible;Negligible;Monitor;"Renegotiate with supplier on agreed discount
Make use of conference venues with discounted conference fees.
Put contingency plan incase there is need to do on-line training."
ZWE;Zimbabwe;424;risk;Failure of members to actively participate in the OMT and WG processes by all participating agencies;Possible;Significant Concern;Control;Work with OMT members to have oversight on WG members
ZWE;Zimbabwe;424;risk;Inconsistent individual UN Agency operational policies may impede joint implementation;Possible;Slight Concern;Accept;Agencies to be convinced to collaborate on service during OMT presentations
ZWE;Zimbabwe;424;risk;Non responsiveness of agencies in submitting data required;Possible;Significant Concern;Control;Follow ups will be made with agencies who do not submit data on time
ZWE;Zimbabwe;424;risk;Response to COVID and need to work from home may impact on ability to progress BOS actions;Negligible;Negligible;Control;"New lead agency appointed 
Agencies have business continuity systems in place incase of need to work from home."
ZWE;Zimbabwe;424;risk;Some agencies may not have flexible policies impeding implementation by all agencies;Negligible;Negligible;Avoid;RCO to engage agencies to collaborate on this service
ZWE;Zimbabwe;424;risk;Unavailability of available  resources (budget/staff) to conduct the session;Remote;Significant Concern;Control;Timely planning and engagement with OMT /Agencies for the  required resources.
NIC;Nicaragua;425;risk;Agencias no participan activamente en sus grupos para cumplir con el BOS;Possible;Significant Concern;Monitor;"Sostener reuniones regulares del OMT y los sub grupos para revisar Planes de Trabajo y seguimiento mensual. 
La participación de los puntos focales debe ser  mandatorio por parte de los Representantes"
NIC;Nicaragua;425;risk;Los conflictos internacionales y/o pandemias afectan la cadena de suministros.;Possible;Significant Concern;Monitor;Anticipar acciones basados en el monitoreo del riesgo, tales como: Realizar los procesos de compras de manera oportuna considerando los retrasos en las entregas de los bienes y servicios debido a las
;;;;;;;;
"Applied filters:
COUNTRY_NAME is not R-BOS Africa, R-BOS Arab States, R-BOS Asia Pacific, R-BOS Europe and Central Asia, R-BOS Latin America and the Caribbean, or United States of America
GLOBAL_TO_BOS is 1
Latest_review_completed_new is True";;;;;;;;
